,,,Offensive Stats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Defensive Stats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Vestal,,15,50,45,25,18,4,3,0,17,12,0,0,1,0,1,0,.556,.542,.778,1.319,50.000,--,1.000,0,0,0,--,0,0,0,7,35,--,.684,53,1.060,0,.000,0,.000,40.82%,20.41%,2,2,22,5,19,29,58.00%,.532,0.0,0,0,0,0,0,0,0,--,0,0,0,0,0,0,--,--,0,0,0,0,--,--,0,--,0,0,0,0,--,--,0,--,--,--,--,--,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,0,0,--,--,0,--,0,0,0,0,0,--,0,0,--,0,0,--,0,0,--,0,0,--,0,0,--,0,0,--,0,0,--,0,0,0,0,0,0,--,0.0,0,0,0,--,0,0
19,DeMichele,,15,55,53,33,15,7,8,3,23,29,0,1,2,0,2,2,.623,.636,1.226,1.863,27.500,1.000,.962,0,0,0,--,0,0,0,18,65,17.667,.522,65,1.182,0,.000,0,.000,39.22%,23.53%,0,0,27,6,21,31,56.36%,.625,0.0,0,0,0,0,0,0,0,--,0,0,0,0,0,0,--,--,0,0,0,0,--,--,0,--,0,0,0,0,--,--,0,--,--,--,--,--,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,0,0,--,--,0,--,0,0,0,0,0,--,0,0,--,0,0,--,0,0,--,0,0,--,0,0,--,0,0,--,0,0,--,0,0,0,0,0,0,--,0.0,0,0,0,--,0,0
25,Yuk,,15,49,43,21,18,1,2,0,13,11,0,0,2,0,3,2,.488,.500,.605,1.105,16.333,1.500,.953,0,0,0,--,0,1,0,3,26,--,.450,62,1.265,0,.000,0,.000,40.91%,15.91%,1,2,33,3,19,25,51.02%,.488,0.0,0,0,0,0,0,0,0,--,0,0,0,0,0,0,--,--,0,0,0,0,--,--,0,--,0,0,0,0,--,--,0,--,--,--,--,--,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,0,0,--,--,0,--,0,0,0,0,0,--,0,0,--,0,0,--,0,0,--,0,0,--,0,0,--,0,0,--,0,0,--,0,0,0,0,0,0,--,0.0,0,0,0,--,0,0
28,Schrafel,,15,51,49,26,23,2,1,0,15,5,0,0,5,0,0,1,.531,.520,.612,1.132,--,.000,.980,0,0,0,--,0,0,0,3,30,--,.522,53,1.039,0,.000,0,.000,34.00%,30.00%,1,1,25,8,18,22,43.14%,.531,0.0,0,0,0,0,0,0,0,--,0,0,0,0,0,0,--,--,0,0,0,0,--,--,0,--,0,0,0,0,--,--,0,--,--,--,--,--,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,0,0,--,--,0,--,0,0,0,0,0,--,0,0,--,0,0,--,0,0,--,0,0,--,0,0,--,0,0,--,0,0,--,0,0,0,0,0,0,--,0.0,0,0,0,--,0,0
34,BK,,15,48,46,16,14,1,1,0,8,10,0,0,2,0,1,1,.348,.354,.413,.767,48.000,1.000,.978,0,0,0,--,0,2,0,2,19,--,.316,53,1.104,0,.000,0,.000,32.61%,36.96%,0,1,31,0,15,18,37.50%,.348,0.0,0,0,0,0,0,0,0,--,0,0,0,0,0,0,--,--,0,0,0,0,--,--,0,--,0,0,0,0,--,--,0,--,--,--,--,--,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,0,0,--,--,0,--,0,0,0,0,0,--,0,0,--,0,0,--,0,0,--,0,0,--,0,0,--,0,0,--,0,0,--,0,0,0,0,0,0,--,0.0,0,0,0,--,0,0
42,Victor,,7,23,21,6,6,0,0,0,2,6,0,1,1,0,2,3,.286,.348,.286,.634,11.500,.667,.857,1,0,0,--,0,0,0,0,6,--,.125,35,1.522,0,.000,0,.000,44.44%,33.33%,0,0,15,1,6,8,34.78%,.333,0.0,0,0,0,0,0,0,0,--,0,0,0,0,0,0,--,--,0,0,0,0,--,--,0,--,0,0,0,0,--,--,0,--,--,--,--,--,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,0,0,--,--,0,--,0,0,0,0,0,--,0,0,--,0,0,--,0,0,--,0,0,--,0,0,--,0,0,--,0,0,--,0,0,0,0,0,0,--,0.0,0,0,0,--,0,0
77,Goldman,,1,2,2,1,1,0,0,0,0,2,0,0,1,0,0,0,.500,.500,.500,1.000,--,--,1.000,0,0,0,--,0,0,0,0,1,--,--,2,1.000,0,.000,0,.000,0.00%,100.00%,0,0,1,0,0,0,0.00%,.500,0.0,0,0,0,0,0,0,0,--,0,0,0,0,0,0,--,--,0,0,0,0,--,--,0,--,0,0,0,0,--,--,0,--,--,--,--,--,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,0,0,--,--,0,--,0,0,0,0,0,--,0,0,--,0,0,--,0,0,--,0,0,--,0,0,--,0,0,--,0,0,--,0,0,0,0,0,0,--,0.0,0,0,0,--,0,0
86,Clauss,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,--,.000,.000,0,0,0,--,0,0,0,0,0,--,--,3,3.000,0,.000,0,.000,--,--,0,0,1,0,0,0,0.00%,--,0.0,0,0,0,0,0,0,0,--,0,0,0,0,0,0,--,--,0,0,0,0,--,--,0,--,0,0,0,0,--,--,0,--,--,--,--,--,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,0,0,--,--,0,--,0,0,0,0,0,--,0,0,--,0,0,--,0,0,--,0,0,--,0,0,--,0,0,--,0,0,--,0,0,0,0,0,0,--,0.0,0,0,0,--,0,0
87,McPeek,,2,5,5,2,2,0,0,0,1,0,0,0,0,0,0,1,.400,.400,.400,.800,--,.000,.800,0,0,0,--,0,0,0,0,2,--,.500,7,1.400,0,.000,0,.000,0.00%,75.00%,0,0,3,1,1,1,20.00%,.500,0.0,0,0,0,0,0,0,0,--,0,0,0,0,0,0,--,--,0,0,0,0,--,--,0,--,0,0,0,0,--,--,0,--,--,--,--,--,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,0,0,--,--,0,--,0,0,0,0,0,--,0,0,--,0,0,--,0,0,--,0,0,--,0,0,--,0,0,--,0,0,--,0,0,0,0,0,0,--,0.0,0,0,0,--,0,0
88,Darryl,,1,3,3,1,1,0,0,0,1,0,0,0,0,0,0,0,.333,.333,.333,.667,--,--,1.000,0,0,0,--,0,0,0,0,1,--,1.000,3,1.000,0,.000,0,.000,33.33%,33.33%,0,0,0,0,1,1,33.33%,.333,0.0,0,0,0,0,0,0,0,--,0,0,0,0,0,0,--,--,0,0,0,0,--,--,0,--,0,0,0,0,--,--,0,--,--,--,--,--,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,0,0,--,--,0,--,0,0,0,0,0,--,0,0,--,0,0,--,0,0,--,0,0,--,0,0,--,0,0,--,0,0,--,0,0,0,0,0,0,--,0.0,0,0,0,--,0,0
89,Blanton,,2,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,.250,.250,.250,.500,--,--,1.000,0,0,0,--,0,0,0,0,1,--,.000,4,1.000,0,.000,0,.000,25.00%,50.00%,0,0,3,0,1,1,25.00%,.250,0.0,0,0,0,0,0,0,0,--,0,0,0,0,0,0,--,--,0,0,0,0,--,--,0,--,0,0,0,0,--,--,0,--,--,--,--,--,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,0,0,--,--,0,--,0,0,0,0,0,--,0,0,--,0,0,--,0,0,--,0,0,--,0,0,--,0,0,--,0,0,--,0,0,0,0,0,0,--,0.0,0,0,0,--,0,0
Team,Totals,,15,530,501,269,207,33,22,7,160,160,0,3,35,0,17,19,.537,.544,.733,1.276,31.176,.895,.962,1,0,0,--,0,3,0,62,367,71.571,.545,619,1.168,0,.000,0,.000,33.87%,27.99%,4,8,110,51,200,259,48.87%,.542,0.0,15,0,0,0,0,0,0,--,0,156,0,0,0,0,--,--,0,0,0,0,--,--,0,--,0,0,0,0,--,--,0,--,--,--,--,--,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,0,0,--,--,0,--,0,0,0,0,0,--,0,0,--,0,0,--,0,0,--,0,0,--,0,0,--,0,0,--,0,0,--,0,0,0,0,0,0,--,0.0,0,0,0,--,0,0










Glossary:
,*,*,GP = Games played,PA = Plate appearances,AB = At bats,H = Hits,1B = Singles,2B = Doubles,3B = Triples,HR = Home runs,RBI = Runs batted in,R = Runs scored,HBP = Hit by pitch,ROE = Reached on error,FC = Hit into fielder's choice,CI = Batter advances on catcher's interference,BB = Base on balls (walks),SO = Strikeouts,AVG = Batting average (season),OBP = On-base percentage (season),SLG = Slugging percentage,OPS = On-base percentage plus slugging percentage (season),PA/BB = Plate appearances per walk,BB/K = Walks per strikeout,C% = Contact rate,K-L = Strikeouts Looking,SB = Stolen bases,CS = Caught stealing,SB% = Stolen base percentage,PIK = Picked off,GIDP = Hit into double play,GITP = Hit into triple play,XBH = Extra-base hits,TB = Total bases,AB/HR = At bats per home run,BA/RISP = Batting average with runners in scoring position,PS = Pitches seen,PS/PA = Pitches seen per plate appearance,2S+3 = Plate appearances in which batter sees 3+ pitches after 2 strikes,2S+3% = % of plate appearances in which batter sees 3+ pitches after 2 strikes,6+ = Plate appearances with 6+ pitches,6+% = % of plate appearances of 6+ pitches,FLB% = Fly ball percentage,GB% = Ground ball percentage,SAC = Sacrifice hits & bunts,SF = Sacrifice flies,LOB = Runners left on base when batter is out,2OUTRBI = 2-out RBI,HHB = Hard hit balls: Total line drives and hard ground balls,"QAB = Quality at bats (any one of: 3 pitches after 2 strikes, 6+ pitch ABs, XBH, HHB, BB, SAC Bunt, SAC Fly)",QAB% = Quality at bats per plate appearance,BABIP = Batting average on balls in play,IP = Innings Pitched,GP = Games pitched,GS = Games started as the pitcher,W = Wins,L = Losses,SV = Saves,SVO = Save opportunities,BS = Blown saves,SV% = Save percentage,H = Hits allowed,R = Runs allowed,ER = Earned runs allowed,BB = Base on balls (walks),SO = Strikeouts,HBP = Hit batters,ERA = Earned run average (season),WHIP = Walks plus hits per innings pitched,BF = Total batters faced,#P = Total pitches,TS = Total strikes,TB = Total balls,P/IP = Pitches per inning,P/BF = Pitches per batter faced,<3 = Batters on or out in three pitches or less,<3% = % of batters on or out in three pitches or less,LOO = Leadoff out (1st batter of inning),1ST2OUT = Innings with 1st 2 batters out,123INN =  1-2-3 Innings,<13 = Innings of 13 pitches or fewer,FIP = Fielding Independent Pitching,S% = Strike percentage,FPS = First pitch strikes,FPS% = First pitch strike percentage,FPSO% = % of FPS at-bats that result in an out,FPSW% = % of FPS at-bats that result in a walk,FPSH% = % of FPS at-bats that result in a hit,BB/INN = Walks per inning,0BBINN = Zero-walk innings,BBS = Walks that score,LOBB = Leadoff walk (1st batter of inning),LOBBS = Leadoff walk that scored (1st batter of inning),WP = Wild pitches,ABA = At Bats against,SM = Opposing batter swings-and-misses,SM% = % of total pitches that are swings and misses,K/G = Strikeouts per regulation game,K/BF = Strikeouts per batter faced,K/BB = Strikeouts per walk,WEAK% = % of batted balls weakly hit (fly balls and ground balls),HHB% = % of batted balls that are line drives or hard ground balls,GB% = % of all batted balls hit on the ground,FLB% = % of batted balls that are hit in the air,GO = Ground outs,FO = Fly outs,GO/FO = Ratio of ground outs to fly outs,BAA = Opponent batting average,HR = Home runs allowed,BABIP = Opponent batting average on balls in play,LOB = Runners left on base,BK = Balks,PIK = Runners picked off,SB = Stolen bases allowed,CS = Runners caught stealing,SB% = Opponent stolen base percentage,FB = Number of pitches thrown as Fastballs,FBS = Number of Fastballs thrown for strikes,FBS% = Percentage of Fastballs thrown for strikes,CB = Number of pitches thrown as Curveballs,CBS = Number of Curveballs thrown for strikes,CBS% = Percentage of Curveballs thrown for strikes,CH = Number of pitches thrown as Changeups,CHS = Number of Changeups thrown for strikes,CHS% = Percentage of Changeups thrown for strikes,RB = Number of pitches thrown as Riseballs,RBS = Number of Riseballs thrown for strikes,RBS% = Percentage of Riseballs thrown for strikes,DB = Number of pitches thrown as Dropballs,DBS = Number of Dropballs thrown for strikes,DBS% = Percentage of Dropballs thrown for strikes,SC = Number of pitches thrown as Screwballs,SCS = Number of Screwballs thrown for strikes,SCS% = Percentage of Screwballs thrown for strikes,"OS = Number of pitches thrown Offspeed (Curveball, Screwball, Changeup)",OSS = Number of pitches thrown Offspeed for strikes,OSS% = Percentage of Offspeed pitches thrown as strikes,TC = Total Chances ,A = Assists,PO = Putouts,E = Errors,DP = Double Plays,TP = Triple Plays,FPCT = Fielding Percentage,cINN = Innings caught,cPB = Passed balls allowed,cSB = Stolen bases allowed,cCS = Runners caught stealing,cCS% = Runners caught stealing percentage,cPIK = Runners picked off,cCI = Batter advances on catcher's interference
